1	Первый заместитель Губернатора области	ГРЕБЕНЩИКОВ Александр Александрович	1418169600	0
2	Первый заместитель Губернатора области	ГУСЬКОВ Игорь Александрович	1417478400	0
3	аместитель Губернатора области – руководитель аппарата Правительства области	АРТЕМОВ Вадим Валентинович	1419033600	0
4	Начальник Департамента информационной политики	Севостьянов А.В.	1426798800	0
\.


