1	Три кожевниковских кита	1	http://gubernator.tomsk.ru/words/tri-kozhevnikovskih-kita	0
2	Год культуры. Продолжение следует	1	http://gubernator.tomsk.ru/words/god-kulturyi-prodolzhenie-sleduet	0
3	 ИНОЙ Томск	1	http://gubernator.tomsk.ru/words/inoy-tomsk	0
5	Год культуры. Продолжение следует	1	http://ya.ru	0
\.


