29	32	Департамент ЖКХ и государственного жилищного надзора Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-zhkh-i-gosudarstvennogo-zhilischnogo-nadzora-tomskoy-oblasti	0	\N
30	32	Департамент архитектуры и строительства Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-arhitektury-stroitelstva-i-dorozhnogo-kompleksa-tomskoy-oblasti	0	\N
31	32	Главная инспекция государственного строительного надзора Томской области	http://gsn.tomsk.gov.ru/	0	\N
32	32	Экспертный совет при заместителе Губернатора Томской области по строительству и инфраструктуре	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/ekspertnyy-sovet-pri-zamestitele-gubernatora-tomskoy-oblasti-po-stroitelstvu-i-infrastrukture	0	\N
33	33	Департамент инвестиций Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-investitsiy-tomskoy-oblasti	0	\N
34	33	Департамент международных и региональных связей	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-mezhdunarodnyh-i-regionalnyh-svyazey	0	\N
35	33	Департамент по управлению государственной собственностью Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-po-upravleniyu-gosudarstvennoy-sobstvennostyu-tomskoy-oblasti	0	\N
36	33	Экспертный совет при заместителе Губернатора Томской области по инвестиционной политике и имущественным отношениям	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/ekspertnyy-sovet-pri-zamestitele-gubernatora-tomskoy-oblasti-po-investitsionnoy-politike-i-imuschestvennym-otnosheniyam	0	\N
37	34	Департамент здравоохранения Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-zdravoohraneniya-tomskoy-oblasti	0	\N
38	34	Департамент общего образования Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-obschego-obrazovaniya-tomskoy-oblasti	0	\N
39	34	Департамент по вопросам семьи и детей Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-po-voprosam-semi-i-detey-tomskoy-oblasti	0	\N
40	34	Департамент по молодежной политике, физической культуре и спорту Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-po-molodezhnoy-politike--fizicheskoy-kulture-i-sportu	0	\N
41	34	Департамент профессионального образования Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-srednego-professionalnogo-i-nachalnogo-professionalnogo-obrazovaniya-tomskoy-oblasti	0	\N
42	34	Департамент социальной защиты населения Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-sotsialnoy-zaschity-naseleniya-tomskoy-oblasti	0	\N
43	34	Департамент труда и занятости населения Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-truda-i-zanyatosti-naseleniya-tomskoy-oblasti	0	\N
44	34	Комитет по контролю, надзору и лицензированию в сфере образования Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/komitet-po-kontrolyu-nadzoru-i-litsenzirovaniyu-v-sfere-obrazovaniya-tomskoy-oblasti	0	\N
45	34	Экспертный совет при заместителе Губернатора Томской области по социальной политике	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/ekspertnyy-sovet-pri-zamestitele-gubernatora-tomskoy-oblasti-po-sotsialnoy-politike	0	\N
46	35	Департамент государственной гражданской службы Администрации Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-gosudarstvennoy-grazhdanskoy-sluzhby-administratsii-tomskoy-oblasti	0	\N
47	35	Департамент информационной политики Администрации	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-informatsionnoy-politiki	0	\N
48	35	Департамент по взаимодействию с законодательными и представительными органами власти Администрации Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-po-vzaimodeystviyu-s-zakonodatelnymi-i-predstavitelnymi-organami-vlasti-administratsii-tomskoy-oblasti	0	\N
49	35	Департамент по работе с органами местного самоуправления Администрации Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-po-rabote-s-organami-mestnogo-samoupravleniya-administratsii-tomskoy-oblasti	0	\N
50	35	Департамент ЗАГС Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-zags-tomskoy-oblasti	0	\N
51	35	Комитет государственной национальной политики и общественных связей	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/komitet-gosudarstvennoy-natsionalnoy-politiki-i-obschestvennyh-svyazey	0	\N
52	35	Экспертный совет при заместителе Губернатора Томской области по территориальному взаимодействию с органами местного самоуправления	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/ekspertnyy-sovet-pri-zamestitele-gubernatora-tomskoy-oblasti-po-territorialnomu-vzaimodeystviyu-s-organami-mestnogo-samoupravleniya	0	\N
53	35	Экспертный совет при заместителе Губернатора Томской области по внутренней политике	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/ekspertnyy-sovet-po-vnutrenney-politike	0	\N
54	36	Департамент по социально-экономическому развитию села Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-po-sotsialno-ekonomicheskomu-razvitiyu-sela-tomskoy-oblasti	0	\N
55	36	Департамент природных ресурсов и охраны окружающей среды Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-prirodnyh-resursov-i-ohrany-okruzhayuschey-sredy-tomskoy-oblasti	0	\N
56	36	Департамент потребительского рынка Администрации Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-potrebitelskogo-rynka	0	\N
57	36	Департамент по культуре и туризму Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-po-kulture-i-turizmu-tomskoy-oblasti	0	\N
58	36	Департамент лесного хозяйства Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-lesnogo-hozyaystva-tomskoy-oblasti	0	\N
59	36	Управление ветеринарии Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/upravlenie-vetirinarii-tomskoy-oblasti	0	\N
60	36	Управление охотничьего хозяйства Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/upravlenie-ohotnichiego-hozyaystva-tomskoy-oblasti	0	\N
61	36	Комитет по лицензированию Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/komitet-po-litsenzirovaniyu-tomskoy-oblasti	0	\N
62	36	Комитет рыбного хозяйства Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/komitet-rybnogo-hozyaystva-tomskoy-oblasti	0	\N
63	36	Экспертный совет при заместителе Губернатора Томской области по агропромышленной политике и природопользованию	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/ekspertnyy-sovet-pri-zamestitele-gubernatora-tomskoy-oblasti-po-agropromyshlennoy-politike-i-prirodopolzovaniyu	0	\N
64	37	Комитет по мобилизационной подготовке Администрации Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/komitet-po-mobilizatsionnoy-podgotovke-administratsii-tomskoy-oblast	0	\N
65	37	Комитет общественной безопасности Администрации Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/komitet-obschestvennoy-bezopasnosti-administratsii-tomskoy-oblasti	0	\N
66	37	Комитет по обеспечению деятельности мировых судей Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/komitet-po-obespecheniyu-deyatelnosti-mirovyh-sudey-tomskoy-oblasti	0	\N
67	37	Отдел по обеспечению деятельности Совета безопасности	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/otdel-po-obespecheniyu-deyatelnosti-soveta-bezopasnosti	0	\N
68	37	Комитет по вопросам ГО и ЧС Администрации Томской области	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/komitet-po-voprosam-go-i-chs-administratsii-tomskoy-oblasti	0	\N
69	38	Представительство Томской области при Правительстве Российской Федерации	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/predstavitelstvo-tomskoy-oblasti-pri-pravitelstve-rossiyskoy-federatsii	0	\N
\.


