m000000_000000_base	1415604591
m110805_153437_installYiiUser	1415604599
m110810_162301_userTimestampFix	1415604600
m140821_114159_portal_table	1415604600
m140821_123743_navigation_table	1415604600
m140821_124505_static_pages_table	1415604600
m140821_124950_news_table	1415604600
m140821_130121_files_table	1415604600
m140822_101428_links_table	1415604600
m140822_120548_settings_mail	1415604601
m140826_101028_yii_rights	1415604601
m141027_162757_nav_tables	1415604602
m141028_122923_auto_generated	1415604602
m141030_091340_auto_generated	1415604603
m141030_141903_auto_generated	1415604603
m141107_081127_news_type	1415604603
m141110_112039_auto_generated	1415618439
m141124_125219_initial	1416833539
m141215_141954_new_field_id_parent_document_folder	1418654769
m141215_144843_default_data_for_table_documents_folder	1418655384
m141218_114828_afisha_new_field_organizer	1418903510
m141219_080744_people	1418984817
m141219_141000_new_table_shedule2	1418998407
m141221_115737_mailing	1419165224
m141222_104050_logTable	1419254832
m141222_111251_updateLog	1419254832
m141222_110933_experts_database	1419260533
m141222_142615_hotlines	1419260533
m141223_142533_log_date	1419345291
m150115_113702_fieldRename	1421406772
m150116_111854_new_field_in_opendata	1421407313
m150116_114744_new_field_in_opendata2	1421409158
m150121_132240_gubernator	1422523225
m150128_114716_rassilka_o_dobovlenii	1422523225
m150129_133131_office	1422630677
m150130_131442_unit_staff	1422630677
m150128_102624_new_field_afisha_table	1423141327
m150129_063402_new_table_afisha_conf	1423141327
m150130_151016_new_field_afisha	1423141327
m150128_113221_areasNavigation	1424094677
m150130_115202_new_menu_pages	1424094677
m150211_114654_new_table_contest	1424094677
m150216_140110_fix_contest	1424767162
m150217_103456_staticPages	1424767162
m150217_104800_urlManagerTablesChange	1424767163
m150210_122316_new_table_news_subscribers	1424768339
m150213_073007_new_table_appeal_review	1424768339
m150213_125537_new_table_appeal_place	1424768339
m150217_080443_new_tables_for_contact_module	1424768339
m150218_081201_pageMergeWithStaticPage	1424768792
m150219_064740_change_table_documents	1424768792
m150219_125409_new_table_executive	1424768792
m150222_150147_linksGroup	1424768792
m150222_151835_currentLinksMigrate	1424768792
m150222_180717_foldersGroup	1424768792
m150224_045832_new_table_public_report	1424768792
m150224_080433_emptyPageDestroy	1424768817
m150225_074130_new_field_file_table	1425022867
m150226_124409_sp_file_id	1425022867
m150226_140200_new_field_staticPage_table	1425022867
m150227_120551_new_field_contact_table	1425051012
m150227_120724_new_table_discuss	1425051012
m150227_134438_new_table_comments	1425051012
m150302_080021_staticPageNewFields	1425387593
m150303_103445_photo_gallery_date_fix	1425387593
m150217_124313_new_tables_for_rating	1425393450
m150302_111330_add_table_category_doc	1425393450
m150303_110607_change_in_nav	1425393450
m150303_123428_video_gallery	1425393450
m150304_112027_controlled_iogv_on_static_page	1425474372
m150302_113416_new_table_anti_corruption_file	1425480915
m150303_112039_new_table_anti_corruption_document	1425480915
m150303_113536_new_table_anti_corruption_expertise	1425480915
m150303_115007_new_table_anti_corruption_public	1425480915
m150303_123042_new_table_category_post	1425480915
m150303_131656_new_table_anti_corruption_members	1425480915
m150303_132642_new_table_anti_corruption_schedule	1425480915
m150303_142322_new_table_anti_corruption_commission	1425480915
m150304_153916_news_url	1425489842
m150304_160549_url_default_null	1425489842
m150304_171046_opendata_view_count	1425492753
m150305_054700_news_social	1425539269
m150306_120348_change_table_vote_item	1425998201
m150306_122051_change_table_vote	1425998201
m150310_052116_rename_table_reception_schedule	1425998201
m150310_121905_static_update_field	1425998201
m150310_111115_is_deleted_field_for_all_tables	1426088444
m150311_125357_is_link_nav_item	1426088551
m150312_111123_pageVideo	1426231961
m150312_141141_new_field_static_page_table	1426231961
m150313_102256_new_field_static_page_table	1426247339
m150313_120926_new_table_independent_evaluation_file_table	1426506886
m150316_081658_new_table_portal_group	1426506886
m150316_082245_new_table_independent_evaluation	1426506886
m150316_084333_gallery_photos_fk	1426506886
m150316_132417_positionFile	1426514468
m150317_075622_add_column_unit	1426580191
m150316_104016_changes_for_subportals	1426693712
m150317_142828_add_new_module	1426693712
\.


