1	#	19	\N	\N	\N
2	#	19	\N	\N	\N
3	#	19	\N	\N	\N
4	#	19	\N	\N	\N
5	#	19	\N	\N	\N
6	#	19	\N	\N	\N
7	#	19	\N	\N	\N
8	#	19	\N	\N	\N
9	#	19	\N	\N	\N
10	#	19	\N	\N	\N
11	#	19	\N	\N	\N
12	#	19	\N	\N	\N
13	#	19	\N	\N	\N
14	#	19	\N	\N	\N
15	#	19	\N	\N	\N
16	#	19	\N	\N	\N
17	#	19	\N	\N	\N
18	#	19	\N	\N	\N
19	#	19	\N	\N	\N
20	#	19	\N	\N	\N
21	#	19	\N	\N	\N
22	#	19	\N	\N	\N
23	#	19	\N	\N	\N
24	documents/front/	1	\N	\N	\N
25	documents/front/projects	1	\N	\N	\N
28	documents/front/regional	1	\N	\N	\N
31	nature	1	\N	\N	\N
133	econumic	1			
554	nuclear technology cluster	1	\N	\N	\N
483	asdasdasdasd	1			
82	culture	1	Культура		
84	documents/front	1	\N	\N	\N
83	symbols	1			
556	Ctruktura	52	\N	\N	\N
422	new_event	1			
43	government/front	1	\N	\N	\N
557	/people/front	52	\N	\N	\N
558	Komiteti-i-Otdeli	52	\N	\N	\N
559	Territorialynie-organi--po-nalichiyu-	52	\N	\N	\N
489	people/offices/izber	1	\N	\N	\N
492	people/offices/audit	1	\N	\N	\N
560	Koordinatsionnie--soveshtatelynie-organi---po-nalichiyu-	52	\N	\N	\N
561	Podvedomstvennie-organizatsii--po-nalichiyu-	52	\N	\N	\N
562	Profilynie-organizatsii-pri-nalichii	52	\N	\N	\N
495	verstka/maps	1	\N	\N	\N
498		1			форум молодых ученых U-NOVUS
501	Ctruktura	51	\N	\N	\N
502	/people/front	51	\N	\N	\N
503	Komiteti-i-Otdeli	51	\N	\N	\N
504	Territorialynie-organi--po-nalichiyu-	51	\N	\N	\N
505	Koordinatsionnie--soveshtatelynie-organi---po-nalichiyu-	51	\N	\N	\N
506	Podvedomstvennie-organizatsii--po-nalichiyu-	51	\N	\N	\N
507	Profilynie-organizatsii-pri-nalichii	51	\N	\N	\N
508	Polnomochiya	51	\N	\N	\N
64	contests/front	1	\N	\N	\N
509	Dokumenti	51	\N	\N	\N
510	/documents/front/	51	\N	\N	\N
511	/documents/front/projects	51	\N	\N	\N
512	/documents/front/regulations	51	\N	\N	\N
513	Gosudarstvennie-i-tselevie-programmi	51	\N	\N	\N
514	Obsuzhdenie-proektov-NPA	51	\N	\N	\N
515	Formi-obrashteniy--zayavleniy	51	\N	\N	\N
516	Poryadok-obzhalovaniya-normativnih-pravovih-aktov-i-inih-resheniy	51	\N	\N	\N
517	Informatsionnie-sistemi--banki-dannih--reestri--registri	51	\N	\N	\N
518	Deyatelynosty	51	\N	\N	\N
519	Osnovnie-napravleniya-deyatelynosti	51	\N	\N	\N
520	Plani-rabot	51	\N	\N	\N
521	Otcheti-i-dokladi-o-deyatelynosti	51	\N	\N	\N
78	people/duma/index/?type=1	1	\N	\N	\N
522	Proekti-i-programmi	51	\N	\N	\N
523	Press-tsentr	51	\N	\N	\N
524	/news/front	51	\N	\N	\N
525	afisha/front	51	\N	\N	\N
526	/photoGallery/front/index	51	\N	\N	\N
527	/video/front/view	51	\N	\N	\N
528	Stenogrammi	51	\N	\N	\N
529	Akkreditatsiya-SMI	51	\N	\N	\N
530	Kontakti	51	\N	\N	\N
536	people/offices/index/id/4	1	\N	\N	\N
533	people/offices/guber	1	\N	\N	\N
539		1			
158	people/front/index/id/0	1			
97	documents/front/regulations	1	\N	\N	\N
542		1			
563	Polnomochiya	52	\N	\N	\N
564	Dokumenti	52	\N	\N	\N
118	business	1			
565	/documents/front/	52	\N	\N	\N
566	/documents/front/projects	52	\N	\N	\N
567	/documents/front/regulations	52	\N	\N	\N
568	Gosudarstvennie-i-tselevie-programmi	52	\N	\N	\N
134	Promishlennosty	1	Промышленность		
569	Obsuzhdenie-proektov-NPA	52	\N	\N	\N
570	Formi-obrashteniy--zayavleniy	52	\N	\N	\N
571	Poryadok-obzhalovaniya-normativnih-pravovih-aktov-i-inih-resheniy	52	\N	\N	\N
572	Informatsionnie-sistemi--banki-dannih--reestri--registri	52	\N	\N	\N
573	Deyatelynosty	52	\N	\N	\N
574	Osnovnie-napravleniya-deyatelynosti	52	\N	\N	\N
575	Plani-rabot	52	\N	\N	\N
576	Otcheti-i-dokladi-o-deyatelynosti	52	\N	\N	\N
577	Proekti-i-programmi	52	\N	\N	\N
578	Press-tsentr	52	\N	\N	\N
579	/news/front	52	\N	\N	\N
580	afisha/front	52	\N	\N	\N
581	/photoGallery/front/index	52	\N	\N	\N
582	/video/front/view	52	\N	\N	\N
583	Stenogrammi	52	\N	\N	\N
584	Akkreditatsiya-SMI	52	\N	\N	\N
585	Kontakti	52	\N	\N	\N
548	ino-documents	1			
618	real_investment	1	Некоторые успешно реализованные инвестиционные проекты в Томской области		
616	investment	1			
551	Innovation	1			
621	vneshnie_info	1			
624	Industrial'nyy_park	1	\N	\N	\N
626	klaster_prirodnykh_resursov	1	\N	\N	\N
629	Proekt _Tomskie_naberezhnye	1	\N	\N	\N
632	Transportnaya_dostupnost_aglomeratsii	1	\N	\N	\N
108	kadrovaya-politika	1			
634	priznanie	1			
636	busines	1			
638	npa	1			
544		1			
42	security	1	безопасность в Томской области		антинаркотическая деятельность в Томской области\r\n
423	Ctruktura	49	\N	\N	\N
424	/people/front	49	\N	\N	\N
425	Komiteti-i-Otdeli	49	\N	\N	\N
426	Territorialynie-organi--po-nalichiyu-	49	\N	\N	\N
427	Koordinatsionnie--soveshtatelynie-organi---po-nalichiyu-	49	\N	\N	\N
428	Podvedomstvennie-organizatsii--po-nalichiyu-	49	\N	\N	\N
429	Profilynie-organizatsii-pri-nalichii	49	\N	\N	\N
430	Polnomochiya	49	\N	\N	\N
431	Dokumenti	49	\N	\N	\N
432	/documents/front/	49	\N	\N	\N
433	/documents/front/projects	49	\N	\N	\N
434	/documents/front/regulations	49	\N	\N	\N
435	Gosudarstvennie-i-tselevie-programmi	49	\N	\N	\N
436	Obsuzhdenie-proektov-NPA	49	\N	\N	\N
437	Formi-obrashteniy--zayavleniy	49	\N	\N	\N
438	Poryadok-obzhalovaniya-normativnih-pravovih-aktov-i-inih-resheniy	49	\N	\N	\N
439	Informatsionnie-sistemi--banki-dannih--reestri--registri	49	\N	\N	\N
440	Deyatelynosty	49	\N	\N	\N
441	Osnovnie-napravleniya-deyatelynosti	49	\N	\N	\N
442	Plani-rabot	49	\N	\N	\N
443	Otcheti-i-dokladi-o-deyatelynosti	49	\N	\N	\N
444	Proekti-i-programmi	49	\N	\N	\N
445	Press-tsentr	49	\N	\N	\N
446	/news/front	49	\N	\N	\N
447	afisha/front	49	\N	\N	\N
448	/photoGallery/front/index	49	\N	\N	\N
449	/video/front/view	49	\N	\N	\N
450	Stenogrammi	49	\N	\N	\N
451	Akkreditatsiya-SMI	49	\N	\N	\N
452	Kontakti	49	\N	\N	\N
289	rating/front	1	\N	\N	\N
137	Yanergoeffektivnosty-i-energosberezhenie	1	Энергоэффективность и энергосбережение		
295	Asinovskiy-rayon_history	1			
586	Ctruktura	52	\N	\N	\N
484	dfgdfgdf	1			
487	people/offices/duma	1	\N	\N	\N
490	/people/front/terr	1	\N	\N	\N
493	people/offices/terr	1	\N	\N	\N
496	people/offices/maps	1	\N	\N	\N
499		1			
531		1			Год Литературы
534		1			Всероссийская конференция, Современное образование
587	/people/front	52	\N	\N	\N
588	Komiteti-i-Otdeli	52	\N	\N	\N
210	opendata/front	1	\N	\N	\N
211	opendata/front	1	\N	\N	\N
589	Territorialynie-organi--po-nalichiyu-	52	\N	\N	\N
213	people/duma/index/?type=4	1	\N	\N	\N
537	victory	1			
540	den_pobedy	1	день победы	праздник	победа, томск, 
279	news/front	1	\N	\N	\N
590	Koordinatsionnie--soveshtatelynie-organi---po-nalichiyu-	52	\N	\N	\N
545	stenogramm/front/index	1	\N	\N	\N
543		1			
591	Podvedomstvennie-organizatsii--po-nalichiyu-	52	\N	\N	\N
